Id,SalePrice
1729,164374.942
1730,155679.7
1731,123387.22
1732,133039.516
1733,126041.352
1734,131657.948
1735,131517.2
1736,118371.264
1737,363377.352
1738,215505.222
1739,273909.894
1740,180450.798
1741,175410.842
1742,175083.496
1743,175195.204
1744,321047.294
1745,237907.326
1746,268756.016
1747,218781.986
1748,210493.57
1749,159083.532
1750,150866.61
1751,230242.362
1752,124748.252
1753,146967.524
1754,226692.146
1755,161054.304
1756,121412.952
1757,118749.582
1758,144156.656
1759,175208.664
1760,159434.032
1761,158773.16
1762,166281.638
1763,163913.344
1764,118067.392
1765,178448.416
1766,169956.408
1767,208520.948
1768,136551.3
1769,159733.6
1770,139604.7
1771,137195.57
1772,141293.258
1773,141606.924
1774,129363.854
1775,131156.066
1776,116506.102
1777,117681.052
1778,126507.47
1779,112524.35
1780,175255.568
1781,130701.268
1782,95600.378
1783,127573.706
1784,92343.25
1785,119085.822
1786,149091.27
1787,174164.89
1788,68609.058
1789,107560.154
1790,80279.732
1791,169906.372
1792,156089.582
1793,135209.922
1794,140955.46
1795,138157.85
1796,114382.184
1797,129983.514
1798,123039.706
1799,114190.474
1800,122848.558
1801,130752.12
1802,162654.622
1803,154464.078
1804,140274.466
1805,132431.35
1806,115337.342
1807,152244.744
1808,122957.746
1809,135012.438
1810,149981.538
1811,124106.18
1812,125437.188
1813,122886.912
1814,95278.07
1815,65183.026
1816,101482.544
1817,122259.782
1818,134976.784
1819,113997.9
1820,76847.094
1821,121412.688
1822,157540.152
1823,71719.452
1824,133175.826
1825,136871.924
1826,96992.468
1827,110101.774
1828,139788.608
1829,117161.096
1830,152756.484
1831,177932.738
1832,114359.138
1833,152067.874
1834,129337.852
1835,174337.226
1836,132669.692
1837,106302.018
1838,134943.326
1839,83562.932
1840,166776.026
1841,148625.832
1842,89145.85
1843,143099.5
1844,133175.536
1845,141877.438
1846,145912.2
1847,148631.872
1848,68315.922
1849,116833.218
1850,126580.28
1851,153475.054
1852,129534.596
1853,132503.632
1854,176260.048
1855,142017.476
1856,218260.8
1857,157414.13
1858,137986.448
1859,121091.586
1860,153528.3
1861,121041.574
1862,283423.362
1863,279228.06
1864,279228.06
1865,326785.656
1866,330995.872
1867,245706.47
1868,311538.458
1869,195942.354
1870,263133.752
1871,243695.02
1872,168791.26
1873,224314.638
1874,138732.902
1875,204263.174
1876,194271.748
1877,208384.956
1878,217422.632
1879,133703.82
1880,135734.358
1881,238520.904
1882,261085.224
1883,198582.436
1884,220486.666
1885,264993.178
1886,299072.428
1887,201241.112
1888,287510.318
1889,161999.608
1890,134962.956
1891,143669.192
1892,112932.656
1893,134842.186
1894,130007.342
1895,149754.104
1896,126924.882
1897,118961.864
1898,107951.76
1899,122355.628
1900,141203.4
1901,164765.28
1902,123361.08
1903,224722.266
1904,132258.46
1905,175891.756
1906,151540.088
1907,200117.168
1908,113034.964
1909,135695.89
1910,126773.8
1911,193374.112
1912,269258.4
1913,155144.654
1914,75663.058
1915,317338.288
1916,78037.776
1917,257863.452
1918,136103.886
1919,154199.672
1920,154304.268
1921,405751.308
1922,328507.492
1923,200737.34
1924,234672.194
1925,224195.084
1926,378781.424
1927,139581.834
1928,161210.82
1929,128470.866
1930,122047.408
1931,140655.7
1932,138961.938
1933,167971.248
1934,183944.384
1935,176973.712
1936,192268.31
1937,182549.728
1938,168871.502
1939,246422.88
1940,197325.522
1941,177268.942
1942,190421.664
1943,195503.926
1944,306054.924
1945,361911.182
1946,162753.032
1947,308465.248
1948,171353.422
1949,248372.56
1950,180967.254
1951,273699.19
1952,241350.004
1953,161345.798
1954,213231.64
1955,129676.88
1956,285951.658
1957,168459.088
1958,318035.976
1959,140618.194
1960,116411.228
1961,120818.466
1962,96793.422
1963,104389.508
1964,115101.844
1965,150580.722
1966,151813.688
1967,288145.154
1968,381588.414
1969,378597.646
1970,428613.038
1971,427768.652
1972,365683.44
1973,266988.946
1974,307337.232
1975,447812.95
1976,281831.668
1977,353809.756
1978,346209.016
1979,328752.94
1980,196167.942
1981,333730.292
1982,235795.226
1983,217761.01
1984,168698.166
1985,203389.258
1986,215201.28
1987,182428.922
1988,178348.542
1989,186605.334
1990,220468.726
1991,226387.46
1992,215245.048
1993,171646.69
1994,254503.47
1995,185916.032
1996,251209.524
1997,325092.64
1998,348085.574
1999,249603.608
2000,304602.84
2001,261979.88
2002,232366.92
2003,259074.966
2004,273555.072
2005,231886.506
2006,222597.614
2007,254895.78
2008,214519.54
2009,187366.582
2010,189975.52
2011,148590.814
2012,180120.092
2013,179620.654
2014,187824.664
2015,194706.178
2016,192082.634
2017,200947.084
2018,122887.89
2019,134116.538
2020,127155.852
2021,117471.574
2022,179695.724
2023,151223.63
2024,214955.084
2025,371396.282
2026,179257.672
2027,147718.504
2028,156955.142
2029,173620.906
2030,284938.762
2031,263857.086
2032,284349.376
2033,281964.118
2034,164193.83
2035,208097.294
2036,188320.344
2037,195865.282
2038,327418.198
2039,208341.058
2040,417603.418
2041,286924.186
2042,203172.838
2043,168372.768
2044,172692.16
2045,231587.928
2046,134436.314
2047,154444.784
2048,133548.382
2049,132800.574
2050,175304.534
2051,100752.362
2052,131868.36
2053,138327.35
2054,75479.188
2055,151881.622
2056,127096.662
2057,125804.116
2058,221782.2
2059,118635.602
2060,160934.968
2061,176804.44
2062,133168.95
2063,110286.774
2064,141590.2
2065,130635.438
2066,175601.668
2067,123842.59
2068,136383.596
2069,90657.562
2070,113731.456
2071,93948.618
2072,139599.826
2073,135974.638
2074,179016.944
2075,145348.8
2076,124777.236
2077,148082.8
2078,128015.798
2079,133491.928
2080,117164.446
2081,123770.568
2082,134764.504
2083,143987.572
2084,112871.298
2085,127929.558
2086,126511.34
2087,122893.034
2088,111667.978
2089,85889.154
2090,134404.008
2091,132958.354
2092,142407.616
2093,141838.884
2094,140001.464
2095,154120.592
2096,90159.408
2097,104924.222
2098,150159.06
2099,64334.002
2100,117284.284
2101,130185.746
2102,149742.914
2103,104193.886
2104,131463.786
2105,134686.408
2106,79798.898
2107,255864.768
2108,123204.924
2109,117208.588
2110,123483.366
2111,157861.62
2112,137570.074
2113,118800.676
2114,110146.054
2115,151252.972
2116,113784.75
2117,151844.306
2118,119193.216
2119,106828.09
2120,104031.19
2121,116466.984
2122,94278.612
2123,94571.93
2124,202783.57
2125,139448.994
2126,163924.678
2127,158770.744
2128,128284.262
2129,99464.188
2130,151760.086
2131,165228.614
2132,119987.654
2133,117322.016
2134,121972.406
2135,105679.568
2136,93023.692
2137,122984.95
2138,138381.25
2139,151916.714
2140,136301.1
2141,138229.234
2142,135418.042
2143,143493.204
2144,113808.01
2145,135266.42
2146,147963.43
2147,158200.528
2148,127782.714
2149,133441.72
2150,237821.664
2151,130469.588
2152,172765.52
2153,157562.868
2154,123934.466
2155,130720.412
2156,219934.354
2157,237259.484
2158,232055.376
2159,209811.724
2160,169920.898
2161,264473.968
2162,435478.688
2163,338122.718
2164,260515.102
2165,172628.574
2166,143964.9
2167,207302.66
2168,207238.244
2169,192076.956
2170,219638.032
2171,140637.6
2172,141587.554
2173,156472.856
2174,244074.682
2175,321706.926
2176,323706.958
2177,258651.414
2178,225968.398
2179,144713.712
2180,197927.292
2181,190489.434
2182,227205.178
2183,195339.088
2184,137310.8
2185,128844.378
2186,146266.286
2187,146310.764
2188,155317.482
2189,183502.012
2190,93573.202
2191,95818.952
2192,102612.92
2193,105804.796
2194,107521.966
2195,112343.33
2196,107377.52
2197,111258.016
2198,152077.988
2199,159553.944
2200,126105.93
2201,128247.086
2202,189799.196
2203,158719.69
2204,164023.476
2205,108339.75
2206,133279.102
2207,233573.596
2208,231435.034
2209,189092.8
2210,120593.79
2211,113713.426
2212,113781.642
2213,109459.456
2214,143406.922
2215,99133.312
2216,146933.948
2217,80867.834
2218,97472.718
2219,79741.448
2220,70285.464
2221,316542.44
2222,242423.176
2223,256643.192
2224,219234.714
2225,138444.83
2226,185845.264
2227,198807.256
2228,274905.6
2229,239540.638
2230,156999.806
2231,212929.506
2232,181311.88
2233,172801.912
2234,255458.442
2235,198629.674
2236,277962.722
2237,350978.344
2238,204152.278
2239,131518.748
2240,164294.434
2241,151675.79
2242,134435.372
2243,139121.922
2244,97076.994
2245,91267.51
2246,140203.154
2247,108484.832
2248,125167.642
2249,127682.368
2250,136845.42
2251,115240.028
2252,183331.804
2253,154036.704
2254,176709.87
2255,193681.434
2256,179464.544
2257,198694.384
2258,176243.458
2259,178031.544
2260,149204.242
2261,186043.5
2262,205118.626
2263,322102.744
2264,431346.846
2265,170781.476
2266,284088.332
2267,352677.32
2268,369271.622
2269,164976.766
2270,181025.82
2271,247632.452
2272,202477.84
2273,163774.202
2274,172924.088
2275,163717.276
2276,162700.794
2277,183133.142
2278,158957.566
2279,122252.832
2280,118109.052
2281,177278.992
2282,173849.028
2283,97585.6
2284,109111.332
2285,147505.748
2286,130416.272
2287,332148.778
2288,264706.064
2289,380502.506
2290,416074.872
2291,304760.626
2292,407731.472
2293,439711.424
2294,389351.878
2295,440865.16
2296,285352.922
2297,300925.326
2298,313166.74
2299,373751.954
2300,316626.246
2301,268955.85
2302,232563.028
2303,245141.258
2304,246068.406
2305,183122.0
2306,183557.086
2307,185617.69
2308,221914.292
2309,284386.55
2310,216998.282
2311,193374.344
2312,174621.72
2313,174323.786
2314,173515.692
2315,172223.59
2316,184515.14
2317,177641.262
2318,172252.818
2319,174268.06
2320,183465.738
2321,256976.402
2322,167228.746
2323,181603.278
2324,167894.216
2325,220365.122
2326,165386.098
2327,211964.82
2328,220207.524
2329,184025.674
2330,180146.214
2331,348691.43
2332,401215.282
2333,311153.368
2334,259799.228
2335,249198.3
2336,338265.798
2337,201025.93
2338,284373.334
2339,237459.688
2340,380765.542
2341,223137.85
2342,249162.87
2343,221023.782
2344,234552.406
2345,245761.746
2346,219096.806
2347,194923.602
2348,228078.852
2349,157834.22
2350,276943.306
2351,243344.926
2352,248122.256
2353,208222.824
2354,133602.84
2355,154777.67
2356,149398.92
2357,200650.298
2358,196232.714
2359,125116.78
2360,121346.382
2361,138766.408
2362,268982.796
2363,139815.974
2364,153513.534
2365,221002.166
2366,190405.894
2367,225203.962
2368,200010.72
2369,223494.62
2370,171769.592
2371,172621.294
2372,188786.054
2373,256506.83
2374,291940.422
2375,253816.036
2376,268423.592
2377,339355.024
2378,134493.498
2379,196578.488
2380,143023.784
2381,159525.292
2382,186558.802
2383,220543.37
2384,241095.564
2385,148117.556
2386,140195.032
2387,132826.61
2388,103214.228
2389,127808.762
2390,134742.202
2391,133213.272
2392,113641.682
2393,160545.11
2394,141819.166
2395,198618.59
2396,147183.508
2397,202546.442
2398,125277.988
2399,74954.124
2400,64167.408
2401,118515.442
2402,132774.47
2403,131868.966
2404,142763.64
2405,155713.774
2406,136389.5
2407,128047.08
2408,137188.056
2409,127466.874
2410,168781.64
2411,123247.448
2412,149488.42
2413,134889.614
2414,135918.68
2415,129667.992
2416,129031.842
2417,130256.61
2418,125691.124
2419,131715.428
2420,125121.462
2421,149603.906
2422,120636.96
2423,135293.896
2424,151212.396
2425,166758.772
2426,127821.512
2427,137222.966
2428,170471.056
2429,115393.306
2430,131411.586
2431,116538.11
2432,131754.45
2433,141345.664
2434,142781.624
2435,154577.364
2436,103790.962
2437,112461.08
2438,122762.442
2439,115653.666
2440,125848.98
2441,111093.176
2442,104835.094
2443,113634.226
2444,126719.852
2445,95485.062
2446,135636.166
2447,227543.97
2448,146738.98
2449,107391.634
2450,167835.506
2451,128067.06
2452,222199.85
2453,96970.28
2454,122879.608
2455,116971.07
2456,142398.888
2457,117577.93
2458,108818.082
2459,111746.89
2460,143002.216
2461,118101.94
2462,135572.35
2463,115414.944
2464,163366.334
2465,129936.554
2466,118232.63
2467,155374.082
2468,92158.02
2469,90623.18
2470,186688.256
2471,220228.574
2472,183853.632
2473,119643.634
2474,103936.876
2475,237974.822
2476,117930.168
2477,133685.172
2478,164488.728
2479,115777.906
2480,135176.952
2481,119990.076
2482,135003.98
2483,118215.764
2484,123607.922
2485,124422.796
2486,152000.5
2487,180148.392
2488,148721.18
2489,145264.49
2490,149993.4
2491,97925.688
2492,179969.838
2493,135988.228
2494,172108.064
2495,111242.766
2496,223073.47
2497,146997.268
2498,118742.022
2499,97214.332
2500,132108.56
2501,134745.542
2502,149861.386
2503,108093.334
2504,195983.354
2505,213358.938
2506,262145.94
2507,313532.616
2508,263216.094
2509,222057.094
2510,235201.7
2511,188364.476
2512,217057.34
2513,218103.216
2514,240437.976
2515,148891.666
2516,154306.138
2517,134878.688
2518,141535.66
2519,227891.624
2520,207987.68
2521,192569.196
2522,223024.568
2523,133360.14
2524,139278.16
2525,143914.024
2526,139229.486
2527,115281.26
2528,129484.78
2529,133327.466
2530,111876.992
2531,250402.09
2532,232440.48
2533,198071.89
2534,245380.51
2535,303442.466
2536,231077.022
2537,232787.524
2538,183721.984
2539,187794.496
2540,177453.292
2541,181449.166
2542,156720.238
2543,131522.756
2544,137593.748
2545,132218.996
2546,143777.752
2547,141293.968
2548,143196.326
2549,162195.426
2550,388636.054
2551,142798.558
2552,122121.162
2553,92522.124
2554,126925.68
2555,105301.218
2556,99002.668
2557,119016.306
2558,162292.08
2559,136102.614
2560,126603.314
2561,134197.17
2562,135828.09
2563,138862.774
2564,165226.5
2565,121910.326
2566,141008.48
2567,129576.998
2568,180706.064
2569,182737.464
2570,118724.576
2571,162483.202
2572,188244.152
2573,245604.124
2574,291810.998
2575,126485.546
2576,138731.584
2577,162129.114
2578,100329.998
2579,72899.096
2580,134220.394
2581,136579.744
2582,114955.548
2583,273718.09
2584,159648.842
2585,174379.768
2586,202465.734
2587,208271.444
2588,148560.074
2589,144914.7
2590,231616.344
2591,219731.818
2592,229871.654
2593,250427.936
2594,177475.826
2595,209276.742
2596,335222.83
2597,180877.02
2598,266639.114
2599,315486.694
2600,152992.486
2601,133516.242
2602,85785.122
2603,89825.094
2604,89252.142
2605,83240.082
2606,142680.306
2607,171690.258
2608,200745.6
2609,166377.316
2610,122185.32
2611,161471.812
2612,152584.374
2613,128971.9
2614,126076.586
2615,150289.944
2616,139490.05
2617,169013.468
2618,181365.972
2619,228190.542
2620,188295.83
2621,185606.784
2622,188632.15
2623,250378.858
2624,265966.802
2625,312139.398
2626,161722.642
2627,186503.56
2628,405291.624
2629,543007.818
2630,346574.518
2631,443494.688
2632,402319.55
2633,310147.402
2634,375848.912
2635,148094.98
2636,190899.774
2637,158689.076
2638,257088.328
2639,179911.754
2640,150754.9
2641,106400.782
2642,191827.274
2643,103557.754
2644,128973.93
2645,98726.122
2646,89602.944
2647,99201.722
2648,135958.058
2649,137940.046
2650,146119.064
2651,151860.23
2652,437890.486
2653,252647.312
2654,245736.638
2655,356625.056
2656,326426.458
2657,332038.542
2658,270000.912
2659,292862.524
2660,309629.136
2661,328962.422
2662,336734.79
2663,284272.634
2664,276181.372
2665,310570.598
2666,282696.648
2667,169208.982
2668,178571.74
2669,176964.402
2670,286781.296
2671,180091.304
2672,182036.446
2673,201834.864
2674,201556.164
2675,168385.226
2676,185911.708
2677,197819.086
2678,261527.596
2679,286436.844
2680,274977.51
2681,413855.438
2682,331125.518
2683,515909.176
2684,307303.632
2685,346383.568
2686,261627.424
2687,316472.086
2688,231634.704
2689,213969.562
2690,471555.578
2691,183803.506
2692,134998.78
2693,191919.698
2694,135396.826
2695,191153.31
2696,187455.28
2697,191314.836
2698,198201.73
2699,177624.934
2700,166485.964
2701,150084.014
2702,114295.1
2703,139045.444
2704,142819.762
2705,127352.994
2706,119582.896
2707,122730.988
2708,135052.336
2709,120899.7
2710,127072.2
2711,280579.932
2712,366338.62
2713,172032.662
2714,149763.582
2715,172922.956
2716,155901.66
2717,180525.064
2718,234162.398
2719,156223.244
2720,160437.61
2721,140289.3
2722,159554.182
2723,145505.02
2724,128363.2
2725,133866.768
2726,145056.724
2727,163920.53
2728,166496.068
2729,151498.152
2730,144480.81
2731,118454.918
2732,116440.556
2733,163349.11
2734,144178.462
2735,132294.142
2736,143074.142
2737,122386.918
2738,131650.91
2739,157347.31
2740,132558.02
2741,143198.45
2742,147823.274
2743,148793.074
2744,142647.042
2745,136922.76
2746,133360.06
2747,158571.37
2748,122723.294
2749,130401.9
2750,132393.604
2751,130330.97
2752,229699.18
2753,156934.478
2754,195813.264
2755,127297.998
2756,87991.736
2757,78365.882
2758,75670.64
2759,159890.446
2760,146109.022
2761,144089.7
2762,144490.346
2763,194350.374
2764,164248.906
2765,269047.89
2766,142134.352
2767,92676.348
2768,131588.176
2769,118820.566
2770,154681.2
2771,122308.54
2772,126378.784
2773,145322.106
2774,141162.004
2775,138479.614
2776,151303.43
2777,152270.954
2778,130042.442
2779,124110.952
2780,117696.958
2781,105551.188
2782,95294.48
2783,99147.212
2784,130977.44
2785,142187.214
2786,62729.962
2787,121245.562
2788,79053.46
2789,229845.896
2790,106798.738
2791,117758.436
2792,90093.704
2793,161476.982
2794,100633.562
2795,117933.44
2796,104598.584
2797,194225.68
2798,129315.11
2799,121000.01
2800,88882.582
2801,112867.822
2802,137991.464
2803,157596.616
2804,145989.74
2805,100920.352
2806,90821.086
2807,157916.926
2808,146548.7
2809,130449.766
2810,135446.2
2811,160368.908
2812,144859.254
2813,140559.006
2814,156325.21
2815,111441.074
2816,252962.306
2817,133242.468
2818,132823.446
2819,166534.916
2820,128679.064
2821,112491.746
2822,195953.482
2823,232920.802
2824,173081.414
2825,151999.394
2826,130861.07
2827,143663.786
2828,208097.458
2829,168959.734
2830,230659.924
2831,190629.092
2832,216443.746
2833,275214.548
2834,216238.17
2835,220438.9
2836,191729.35
2837,163076.752
2838,140327.594
2839,180223.77
2840,194556.348
2841,202435.896
2842,221784.502
2843,149372.526
2844,159382.856
2845,125829.242
2846,210811.448
2847,199730.04
2848,227202.68
2849,210830.752
2850,286016.576
2851,241162.37
2852,233070.44
2853,234548.282
2854,140755.86
2855,196406.834
2856,210256.968
2857,188682.49
2858,197142.976
2859,137461.392
2860,130984.94
2861,124995.2
2862,195056.612
2863,125688.184
2864,261830.416
2865,142774.188
2866,138284.74
2867,88362.648
2868,117494.36
2869,128306.302
2870,161903.282
2871,114933.43
2872,58649.76
2873,111271.018
2874,141375.65
2875,126181.592
2876,155831.648
2877,144162.354
2878,157068.938
2879,145886.272
2880,111737.508
2881,146610.132
2882,156364.264
2883,167833.34
2884,175481.226
2885,182345.194
2886,198765.712
2887,112800.002
2888,123571.15
2889,72636.002
2890,75513.554
2891,138907.084
2892,76933.526
2893,119824.342
2894,69468.202
2895,295388.402
2896,277957.184
2897,198248.964
2898,150988.53
2899,231117.602
2900,156281.184
2901,196616.028
2902,185137.354
2903,337300.596
2904,356489.888
2905,117204.886
2906,201298.064
2907,118429.354
2908,129140.52
2909,142764.218
2910,85548.686
2911,85715.122
2912,152430.744
2913,89217.454
2914,83451.702
2915,86986.388
2916,85211.984
2917,159960.486
2918,120235.92
2919,236086.542
